0,1,2,3,4,5,6,7,8,9,10,11,12,13
1/15 One Fifteenth Coffee,Tipe KulinerKafe,"
                  
                  Jl. Gandaria I No. 63, Gandaria, Jakarta Selatan
                ",https://pergikuliner.com/restaurants/jakarta/1-15-one-fifteenth-coffee-gandaria,Cabang: ya,"""Tunai,Visa,Master,Debet""",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (07:00 - 21:00)</time>>","Wifi,Area merokok,Bisa reservasi,Area parkir","Pesan antar,Area outdoor,24 Jam,100% Halal,Ruang VIP,Alkohol,Vegetarian",021 7225678,3.91,"4.0,4.2,4.0"
Starbucks Coffee,Tipe KulinerKafe,"
                  Mal Kelapa Gading 2, Lantai Ground
                  Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara
                ",https://pergikuliner.com/restaurants/jakarta/starbucks-coffee-kelapa-gading-5,Cabang: ya,"""Tunai,Visa,Master,Debet""",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (10:00 - 22:00)</time>>","Wifi,Area merokok,Area outdoor,100% Halal,Area parkir","Pesan antar,24 Jam,Ruang VIP,Bisa reservasi,Alkohol,Vegetarian",021 45853990 ,4.04,"4.1,4.0,4.2,4.0"
Born Ga,Tipe KulinerKorea,"
                  
                  Jl. Boulevard Barat Raya Blok LC6 No. 56 - 57, Kelapa Gading, Jakarta Utara
                ",https://pergikuliner.com/restaurants/jakarta/born-ga-kelapa-gading,Cabang: ya,"""Tunai,Visa,Master,Debet""",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (11:30 - 22:00)</time>>","Wifi,Area merokok,Ruang VIP,Bisa reservasi,Area parkir,Alkohol","Pesan antar,Area outdoor,24 Jam,100% Halal,Vegetarian",021 4507684,4.04,"4.3,4.0,4.3"
Pizza Hut,"Jam Buka
Senin - Minggu (10:00 - 22:00)

Sudah Tutup

","
                  Bintaro Jaya Xchange Mall, Lantai Lower Ground
                  Jl. Boulevard Bintaro Jaya, Bintaro, Tangerang Selatan
                ",https://pergikuliner.com/restaurants/tangerang/pizza-hut-bintaro,Cabang: ya,"""Tunai,Visa,Master,Debet""",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (10:00 - 22:00)</time>>","Wifi,100% Halal,Bisa reservasi,Area parkir","Pesan antar,Area merokok,Area outdoor,24 Jam,Ruang VIP,Alkohol,Vegetarian",08113249516,4.02,"4.3,4.1,4.0,4.1"
Pizza Marzano,Tipe KulinerItalia,"
                  Kota Kasablanka, Lantai Ground, Food Society
                  Jl. Casablanca Raya, Tebet, Jakarta Selatan
                ",https://pergikuliner.com/restaurants/jakarta/pizza-marzano-tebet,Cabang: ya,"""Tunai,Visa,Master,Debet,Go-pay,Ovo,Dana""",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (10:00 - 21:00)</time>>","Wifi,100% Halal,Bisa reservasi,Area parkir","Pesan antar,Area merokok,Area outdoor,24 Jam,Ruang VIP,Alkohol,Vegetarian",021 29488656,4.06,"4.2,4.1,4.2,4.3"
Stockholm Syndrome,Tipe KulinerKafe,"
                  
                  Jl. Pulo Armin No. 15, Bogor Timur, Bogor
                ",https://pergikuliner.com/restaurants/bogor/stockholm-syndrome-bogor-timur,"PembayaranTunai, Visa, Master, Debet","""Tunai,Visa,Master,Debet""",,"
                  Di bawah Rp. 50.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Selasa - Kamis (09:00 - 21:00), Jumat - Minggu (09:00 - 22:00), Senin Tutup</time>>","Wifi,Area merokok,Area outdoor,100% Halal,Bisa reservasi,Area parkir","Pesan antar,24 Jam,Ruang VIP,Alkohol,Vegetarian",081285772411,3.95,"4.1,4.2"
Tori Yo,Tipe KulinerSnack,"
                  Mall of Indonesia, Lantai 2, Dotonbori Foodtown
                  Jl. Boulevard Barat Raya, Kelapa Gading, Jakarta Utara
                ",https://pergikuliner.com/restaurants/jakarta/tori-yo-kelapa-gading,Cabang: ya,"""Tunai,Debet""",,"
                  Di bawah Rp. 50.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (10:00 - 21:00)</time>>","Wifi,Area merokok,Area outdoor,100% Halal,Area parkir","Pesan antar,24 Jam,Ruang VIP,Bisa reservasi,Alkohol,Vegetarian",089513583641,3.92,"4.3,4.1"
5758 Coffee Lab,Tipe KulinerKafe,"
                  
                  Jl. Rusa Pinus Raya Blok E No. 1D, Gegerkalong, Bandung
                ",https://pergikuliner.com/restaurants/bandung/5758-coffee-lab-gegerkalong,"PembayaranTunai, Debet","""Tunai,Debet""",,"
                  Di bawah Rp. 50.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (07:00 - 20:00)</time>>","Wifi,Area merokok,Area outdoor,100% Halal,Area parkir","Pesan antar,24 Jam,Ruang VIP,Bisa reservasi,Alkohol,Vegetarian",082255335758,4.4,"4.4,4.2,4.4,4.6,4.4"
Onokabe,Tipe KulinerJepang,"
                  Apartement Praxis, Lantai 1
                  Jl. Sono Kembang No. 4 - 6, Kayoon, Surabaya
                ",https://pergikuliner.com/restaurants/surabaya/onokabe-kayoon,Cabang: ya,"""Tunai,Visa,Master,Debet""",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (11:00 - 20:00)</time>>","100% Halal,Bisa reservasi,Area parkir,Alkohol","Wifi,Pesan antar,Area merokok,Area outdoor,24 Jam,Ruang VIP,Vegetarian",031 99277049,4.16,"4.0,4.3,4.0,4.3,4.1"
Kenangan Heritage,Tipe KulinerKafe,"
                  Senayan City, Lantai Ground
                  Jl. Asia Afrika, Senayan, Jakarta Selatan
                ",https://pergikuliner.com/restaurants/jakarta/kenangan-heritage-senayan,"PembayaranTunai, Visa, Master, Debet","""Tunai,Visa,Master,Debet""",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (07:00 - 21:00)</time>>","Wifi,Area merokok,100% Halal,Bisa reservasi,Area parkir","Pesan antar,Area outdoor,24 Jam,Ruang VIP,Alkohol,Vegetarian",08170994110,4.14,"4.0,4.3,4.2,4.3"
Wong Fu Kie,Tipe KulinerChina,"
                  Pantjoran PIK
                  Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara
                ",https://pergikuliner.com/restaurants/jakarta/wong-fu-kie-pantai-indah-kapuk,Cabang: ya,"""Tunai,Visa,Master,Debet,Go-pay,Ovo,Dana""",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Jumat (10:00 - 21:00), Sabtu - Minggu (09:00 - 21:00)</time>>","Wifi,Pesan antar,Area merokok,Area outdoor,Bisa reservasi,Area parkir,Alkohol","24 Jam,100% Halal,Ruang VIP,Vegetarian",021 50102285,4.33,"4.5,4.0,4.2,4.7,4.3"
Bun King Resto & Coffee,Tipe KulinerKafe,"
                  
                  Jl. K. H. Moh. Mansyur No. 57, Jembatan Lima, Jakarta Barat
                ",https://pergikuliner.com/restaurants/jakarta/bun-king-resto-dan-coffee-jembatan-lima,Kapasitas:  100 kursi,"""Tunai,Visa,Master,Debet""",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (11:00 - 21:00)</time>>","Wifi,Area merokok,Area outdoor,100% Halal,Ruang VIP,Bisa reservasi,Area parkir","Pesan antar,24 Jam,Alkohol,Vegetarian",021 22634737,4.18,"4.0,4.2,4.1,4.4,4.1"
Jiwan Coffee & Things,Tipe KulinerKafe,"
                  
                  Jl. Raya Kalimanggis No. 52, Jatisampurna, Bekasi
                ",https://pergikuliner.com/restaurants/bekasi/jiwan-coffee-dan-things-jatisampurna,Cabang: ya,"""Tunai,Visa,Master,Debet""",,"
                  Di bawah Rp. 50.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (09:00 - 23:00)</time>>","Wifi,Area merokok,Area outdoor,100% Halal,Bisa reservasi,Area parkir","Pesan antar,24 Jam,Ruang VIP,Alkohol,Vegetarian",021 22875934,4.09,"4.1,4.6,4.0"
The Pancake Co. by DORE,Tipe KulinerKafe,"
                  Grand Indonesia Mall, Lantai Lower Ground, West Mall, The FoodHall
                  Jl. MH Thamrin, Thamrin, Jakarta Pusat
                ",https://pergikuliner.com/restaurants/jakarta/the-pancake-co-by-dore-thamrin,Cabang: ya,"""Tunai,Visa,Master,Debet""",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (10:00 - 22:00)</time>>","Wifi,100% Halal,Bisa reservasi,Area parkir","Pesan antar,Area merokok,Area outdoor,24 Jam,Ruang VIP,Alkohol,Vegetarian",021 23580155,3.99,"4.2,4.1,4.0,4.1"
Nala Coffee,Tipe KulinerKafe,"
                  Ruko New Jasmine Extension, Blok HA16 No. 15
                  Jl. Kelapa Gading Selatan I, Gading Serpong, Serpong, Tangerang
                ",https://pergikuliner.com/restaurants/tangerang/nala-coffee-gading-serpong,Cabang: ya,"""Tunai,Visa,Master,Debet""",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (10:00 - 18:00)</time>>","Wifi,Area merokok,Area outdoor,100% Halal,Bisa reservasi,Area parkir","Pesan antar,24 Jam,Ruang VIP,Alkohol,Vegetarian",021 22222588,3.98,"4.1,4.0,4.0,4.2"
Teras Jahe,Tipe KulinerIndonesia,"
                  Grand Galaxy City, Ruko Grand Galaxy City, Blok RSN2 No. 52
                  Jl. Boulevar Raya Barat, Bekasi Selatan, Bekasi
                ",https://pergikuliner.com/restaurants/bekasi/teras-jahe-bekasi-selatan,Cabang: ya,"""Tunai,Visa,Master,Debet,Go-pay,Ovo,Dana""",,"
                  Di bawah Rp. 50.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (07:00 - 23:00)</time>>","Area merokok,Area outdoor,100% Halal,Ruang VIP,Area parkir","Wifi,Pesan antar,24 Jam,Bisa reservasi,Alkohol,Vegetarian",081211348181,4.4,"4.4,4.2,4.6,4.4,4.4"
Ramen SeiRock-Ya,Tipe KulinerJepang,"
                  Supermal Karawaci, Lantai Upper Ground
                  Jl. Boulevard Diponegoro No. 105, Karawaci, Tangerang
                ",https://pergikuliner.com/restaurants/tangerang/ramen-seirock-ya-karawaci,Cabang: ya,"""Tunai,Visa,Master,Debet""",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (10:00 - 21:00)</time>>","Wifi,100% Halal,Bisa reservasi,Area parkir","Pesan antar,Area merokok,Area outdoor,24 Jam,Ruang VIP,Alkohol,Vegetarian",021 5465092,4.07,"4.2,4.3,4.3"
Pepper Lunch Express,Tipe KulinerJepang,"
                  St Moritz Mall (Lippo Mall Puri), Lantai 1, Food Avenue
                  Jl. Puri Indah Boulevard Blok U1, Puri, Jakarta Barat
                ",https://pergikuliner.com/restaurants/jakarta/pepper-lunch-express-puri-2,Cabang: ya,"""Tunai,Visa,Master,Debet""",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (10:00 - 22:00)</time>>","100% Halal,Area parkir","Wifi,Pesan antar,Area merokok,Area outdoor,24 Jam,Ruang VIP,Bisa reservasi,Alkohol,Vegetarian",021 30493214,4.36,"4.8,4.0,4.6,4.2,4.2"
Cwie Mie 87,Tipe KulinerIndonesia,"
                  
                  Jl. Sunda No. 74, Sunda, Bandung
                ",https://pergikuliner.com/restaurants/bandung/cwie-mie-87-sunda,Cabang: ya,"""Tunai,Go-pay,Ovo""",,"
                  Di bawah Rp. 50.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (07:30 - 19:00)</time>>","Wifi,Area merokok,100% Halal,Area parkir","Pesan antar,Area outdoor,24 Jam,Ruang VIP,Bisa reservasi,Alkohol,Vegetarian",085794500049,4.27,"4.5,4.7,4.3,4.0"
KOI The,Tipe KulinerKafe,"
                  Tunjungan Plaza 6, Lantai 5
                  Jl. Basuki Rahmat No. 8 - 12, Tegalsari, Surabaya
                ",https://pergikuliner.com/restaurants/surabaya/koi-the-tegalsari,Cabang: ya,"""Tunai,Visa,Master,Debet""",,"
                  Di bawah Rp. 50.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (10:00 - 22:00)</time>>","100% Halal,Area parkir","Wifi,Pesan antar,Area merokok,Area outdoor,24 Jam,Ruang VIP,Bisa reservasi,Alkohol,Vegetarian",031 99247231,3.98,"4.2,4.0,4.1"
Jardin,Tipe KulinerKafe,"
                  
                  Jl. Cimanuk No. 1A, Riau, Bandung
                ",https://pergikuliner.com/restaurants/bandung/jardin-riau,"PembayaranTunai, Visa, Master, Debet, Go-pay, Ovo","""Tunai,Visa,Master,Debet,Go-pay,Ovo""",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (08:00 - 22:00)</time>>","Wifi,Area merokok,Area outdoor,100% Halal,Bisa reservasi,Area parkir","Pesan antar,24 Jam,Ruang VIP,Alkohol,Vegetarian",022 4267711,3.89,"4.4,4.0"
Madam Lee Korean BBQ,Tipe KulinerKorea,"
                  
                  Jl. Danau Agung Tengah IV Blok H2 No. 1A - 1B, Sunter, Jakarta Utara
                    

                      ( Alamat Lama: 
                      Jl. Agung Tengah IV No. 36, Sunter, Jakarta Utara 
                      )
                    
",https://pergikuliner.com/restaurants/jakarta/madam-lee-korean-bbq-sunter-2,Cabang: ya,"""Tunai,Visa,Master,Debet""",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (11:00 - 21:00)</time>>","100% Halal,Bisa reservasi,Area parkir,Alkohol","Wifi,Pesan antar,Area merokok,Area outdoor,24 Jam,Ruang VIP,Vegetarian",087854748889,4.12,"4.4,4.5,4.1,4.0"
Harbour Market,Tipe KulinerKafe,"
                  Ruko Beach Boulevard, Blok B No. 62 - 63
                  Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara
                ",https://pergikuliner.com/restaurants/jakarta/harbour-market-pantai-indah-kapuk,"PembayaranTunai, Visa, Master, Debet","""Tunai,Visa,Master,Debet""",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Kamis (08:00 - 21:00), Jumat - Minggu (08:00 - 22:00)</time>>","Wifi,Area merokok,Area outdoor,100% Halal,Bisa reservasi,Area parkir,Alkohol","Pesan antar,24 Jam,Ruang VIP,Vegetarian",085216318238,4.11,"4.1,4.4,4.0,4.0,4.0"
Raa Cha,Tipe KulinerThailand,"
                  Mall Ciputra Jakarta, Lantai 5
                  Jl. Arteri S. Parman, Grogol, Jakarta Barat
                ",https://pergikuliner.com/restaurants/jakarta/raa-cha-grogol,Cabang: ya,"""Tunai,Visa,Master,Debet""",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (10:00 - 21:00)</time>>","100% Halal,Bisa reservasi,Area parkir","Wifi,Pesan antar,Area merokok,Area outdoor,24 Jam,Ruang VIP,Alkohol,Vegetarian",021 2295 6067,4.0,"4.1,4.1,4.1"
Colibri Cafe & Bakery,Tipe KulinerKafe,"
                  
                  Jl. Terusan Pasir Koja No. 246, Pasir Koja, Bandung
                ",https://pergikuliner.com/restaurants/bandung/colibri-cafe-dan-bakery-pasir-koja,"PembayaranTunai, Visa, Master, Debet","""Tunai,Visa,Master,Debet""",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (07:00 - 22:00)</time>>","Wifi,Area merokok,Area outdoor,100% Halal,Bisa reservasi,Area parkir","Pesan antar,24 Jam,Ruang VIP,Alkohol,Vegetarian",022 6047351,4.11,"4.0,4.7,4.2"
My Story,Tipe KulinerKafe,"
                  
                  Jl. Pregolan No. 10, Tegalsari, Surabaya
                ",https://pergikuliner.com/restaurants/surabaya/my-story-tegalsari,Cabang: ya,"""Tunai,Visa,Master,Debet""",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (11:00 - 21:00)</time>>","Wifi,Area merokok,Area outdoor,100% Halal,Ruang VIP,Bisa reservasi,Area parkir,Alkohol","Pesan antar,24 Jam,Vegetarian",031 99244993,4.04,"4.5,4.0,4.3"
Starbucks Coffee,"Jam Buka
Senin - Minggu (10:00 - 22:00)

Sudah Tutup

","
                  Ciputra World, Lantai Ground
                  Jl. Mayjend Sungkono No. 87, Dukuh Pakis, Surabaya
                ",https://pergikuliner.com/restaurants/surabaya/starbucks-coffee-dukuh-pakis,Cabang: ya,"""Tunai,Visa,Master,Debet""",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (10:00 - 22:00)</time>>","Wifi,100% Halal,Area parkir","Pesan antar,Area merokok,Area outdoor,24 Jam,Ruang VIP,Bisa reservasi,Alkohol,Vegetarian",031 51200181,4.11,"4.4,4.2,4.0,4.1"
The Royal Kitchen,Tipe KulinerIndia,"
                  Bellagio Boutique Mall, Lantai Ground, Kawasan Mega Kuningan
                  Jl. Lingkar Mega Kuningan, Kuningan, Jakarta Selatan
                ",https://pergikuliner.com/restaurants/jakarta/the-royal-kitchen-kuningan,Cabang: ya,"""Tunai,Visa,Master,Debet""",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (11:00 - 21:00)</time>>","Wifi,Pesan antar,Area merokok,100% Halal,Bisa reservasi,Area parkir,Alkohol","Area outdoor,24 Jam,Ruang VIP,Vegetarian",021 30029975,4.04,"4.1,4.4,4.1,4.1"
Many Pany Pancake & Waffle,Tipe KulinerDessert,"
                  Aiola Eatery
                  Jl. Slamet No. 16, Genteng, Surabaya
                ",https://pergikuliner.com/restaurants/surabaya/many-pany-pancake-dan-waffle-genteng,Cabang: ya,"""Tunai,Visa,Master,Debet""",,"
                  Di bawah Rp. 50.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (10:00 - 23:00)</time>>","Area merokok,Area outdoor,100% Halal,Bisa reservasi,Area parkir","Wifi,Pesan antar,24 Jam,Ruang VIP,Alkohol,Vegetarian",082138531931,4.04,"4.2,4.1,4.1,4.0"
Jack & John,Tipe KulinerIndonesia,"
                  Mal Kelapa Gading 3, Lantai Ground, Gourmet Walk
                  Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara
                ",https://pergikuliner.com/restaurants/jakarta/jack-dan-john-kelapa-gading,Cabang: ya,"""Tunai,Visa,Master,Debet""",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (10:00 - 22:00)</time>>",Area parkir,"Wifi,Pesan antar,Area merokok,Area outdoor,24 Jam,100% Halal,Ruang VIP,Bisa reservasi,Alkohol,Vegetarian","



",4.05,"4.3,4.2,4.2"
Kembang Goela,Tipe KulinerIndonesia,"
                  Plaza Sentral, Area Parkir, Lantai Dasar
                  Jl. Jenderal Sudirman, Sudirman, Jakarta Pusat
                ",https://pergikuliner.com/restaurants/jakarta/kembang-goela-sudirman,"PembayaranTunai, Visa, Master, Debet","""Tunai,Visa,Master,Debet""",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (11:00 - 23:00)</time>>","Wifi,Area merokok,100% Halal,Ruang VIP,Bisa reservasi,Area parkir,Alkohol","Pesan antar,Area outdoor,24 Jam,Vegetarian",021 5205651,4.04,"4.5,4.1,4.2"
Saint Cinnamon & Coffee,Tipe KulinerKafe,"
                  Pondok Indah Mall, Lantai 2, South Skywalk
                  Jl. Metro Pondok Indah, Pondok Indah, Jakarta Selatan
                ",https://pergikuliner.com/restaurants/jakarta/saint-cinnamon-dan-coffee-pondok-indah,Cabang: ya,"""Tunai,Visa,Master,Debet""",,"
                  Di bawah Rp. 50.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (10:00 - 22:00)</time>>","100% Halal,Bisa reservasi,Area parkir","Wifi,Pesan antar,Area merokok,Area outdoor,24 Jam,Ruang VIP,Alkohol,Vegetarian",021 75920857,4.03,"4.5,4.2,4.0"
Kambing Babeh Dolof,Tipe KulinerIndonesia,"
                  Johnny's Car Wash
                  Jl. Kemang Selatan VIII No. 45, Kemang, Jakarta Selatan
                ",https://pergikuliner.com/restaurants/jakarta/kambing-babeh-dolof-kemang,Cabang: ya,"""Tunai,Visa,Master,Debet""",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (11:00 - 24:00)</time>>","Wifi,Area merokok,100% Halal,Bisa reservasi,Area parkir","Pesan antar,Area outdoor,24 Jam,Ruang VIP,Alkohol,Vegetarian",081219906644,4.18,"4.6,4.2,4.4,4.1"
Kimukatsu,Tipe KulinerJepang,"
                  Galaxy Mall 1, Lantai 2
                  Jl. Dharmahusada Indah Timur No. 35 - 37, Mulyorejo, Surabaya
                ",https://pergikuliner.com/restaurants/surabaya/kimukatsu-mulyorejo,Cabang: ya,"""Tunai,Visa,Master,Debet""",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (11:00 - 21:00)</time>>","100% Halal,Bisa reservasi,Area parkir","Wifi,Pesan antar,Area merokok,Area outdoor,24 Jam,Ruang VIP,Alkohol,Vegetarian",031 5937375,4.14,"4.3,4.0,4.3,4.3"
Ai Ci Ro,Tipe KulinerSnack,"
                  Royal Plaza, Lantai 3, Studio Food Court
                  Jl. Jend. A. Yani No. 16 - 18, Wonokromo, Surabaya
                ",https://pergikuliner.com/restaurants/surabaya/ai-ci-ro-wonokromo,Cabang: ya,"""Tunai""",,"
                  Di bawah Rp. 50.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (10:00 - 22:00)</time>>","100% Halal,Area parkir","Wifi,Pesan antar,Area merokok,Area outdoor,24 Jam,Ruang VIP,Bisa reservasi,Alkohol,Vegetarian",0822314440371,4.4,"4.6,4.0,4.6,4.4,4.4"
Northsider Coffee Roaster,Tipe KulinerKafe,"
                  Ruko Elang Laut, Blok B2 No. 15
                  Jl. Pantai Indah Selatan I, Pantai Indah Kapuk, Penjaringan, Jakarta Utara
                ",https://pergikuliner.com/restaurants/jakarta/northsider-coffee-roaster-pantai-indah-kapuk,Kapasitas:  9 kursi,"""Visa,Master,Go-pay,Ovo""",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (07:30 - 17:00)</time>>","Wifi,Area merokok,Area outdoor,Bisa reservasi,Area parkir","Pesan antar,24 Jam,100% Halal,Ruang VIP,Alkohol,Vegetarian",021 29219134,3.99,"4.0,4.2"
Nasi Kapau Langganan,Tipe KulinerIndonesia,"
                  
                  Jl. Bangka Raya No. 103A, Kemang, Jakarta Selatan
                ",https://pergikuliner.com/restaurants/jakarta/nasi-kapau-langganan-kemang,Kapasitas:  20 kursi,"""Tunai,Visa,Master,Debet,Go-pay,Ovo,Dana""",,"
                  Di bawah Rp. 50.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (08:00 - 21:00)</time>>","Area merokok,Area outdoor,100% Halal,Bisa reservasi,Area parkir","Wifi,Pesan antar,24 Jam,Ruang VIP,Alkohol,Vegetarian",021 22720197,4.16,"4.2,4.2,4.3,4.2"
Godiva,Tipe KulinerCokelat,"
                  Plaza Indonesia, Lantai 1
                  Jl. MH Thamrin, Thamrin, Jakarta Pusat
                ",https://pergikuliner.com/restaurants/jakarta/godiva-thamrin,Cabang: ya,"""Tunai,Visa,Master,Debet,Go-pay,Ovo""",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (10:00 - 22:00)</time>>","100% Halal,Area parkir","Wifi,Pesan antar,Area merokok,Area outdoor,24 Jam,Ruang VIP,Bisa reservasi,Alkohol,Vegetarian",021 29923972,3.94,"4.4,4.1,4.2"
ShuShu,Tipe KulinerKafe,"
                  AEON Mall BSD City, Lantai 3, Food Carnival
                  Jl. BSD Raya Utama, BSD, Serpong, Tangerang Selatan
                ",https://pergikuliner.com/restaurants/tangerang/shushu-bsd,Cabang: ya,"""Tunai,Debet""",,"
                  Di bawah Rp. 50.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (10:00 - 22:00)</time>>","100% Halal,Area parkir","Wifi,Pesan antar,Area merokok,Area outdoor,24 Jam,Ruang VIP,Bisa reservasi,Alkohol,Vegetarian",021 2295 6067,3.93,"4.2,4.1"
Mujigae,Tipe KulinerKorea,"
                  Cihampelas Walk, Lantai Ground, Young Street
                  Jl. Cihampelas No. 160, Cihampelas, Bandung
                ",https://pergikuliner.com/restaurants/bandung/mujigae-cihampelas,Cabang: ya,"""Tunai,Visa,Master,Debet,Go-pay,Ovo""",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (10:00 - 21:00)</time>>","100% Halal,Bisa reservasi,Area parkir","Wifi,Pesan antar,Area merokok,Area outdoor,24 Jam,Ruang VIP,Alkohol,Vegetarian",022 2061015,3.95,"4.1,4.2"
Abura Soba Yamatoten,Tipe KulinerJepang,"
                  Senayan City, Lantai Lower Ground
                  Jl. Asia Afrika, Senayan, Jakarta Selatan
                ",https://pergikuliner.com/restaurants/jakarta/abura-soba-yamatoten-senayan,Cabang: ya,"""Tunai,Visa,Master,Debet""",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Kamis (11:00 - 20:00), Jumat - Sabtu (11:00 - 21:00), Minggu (11:00 - 20:00)</time>>","Area parkir,Alkohol","Wifi,Pesan antar,Area merokok,Area outdoor,24 Jam,100% Halal,Ruang VIP,Bisa reservasi,Vegetarian",021 72782257,3.95,"4.4,4.2"
