0,1,2,3
"Senin - Jumat (07:00 - 22:30), Sabtu - Minggu (08:00 - 23:00)",,021 56985605,"4.1,3.9,3.6,4.0,4.1"
Senin - Minggu (07:00 - 21:00),,021 7225678,"4.0,4.2,3.5,3.8,4.0"
Senin - Minggu (10:00 - 22:00),,021 45853990 ,"4.1,4.0,3.9,4.2,4.0"
Senin - Minggu (11:30 - 22:00),,021 4507684,"4.3,4.0,3.8,4.3,3.9"
Senin - Minggu (10:00 - 22:00),,08113249516,"4.3,3.8,4.1,4.0,4.1"
Senin - Minggu (10:00 - 21:00),,021 29488656,"4.2,4.1,3.4,4.2,4.3"
Senin - Minggu (09:00 - 21:00),The Best Wine Boutique in Jakarta,021 29209001,"4.3,3.9,3.5,4.2,4.5"
"Selasa - Kamis (09:00 - 21:00), Jumat - Minggu (09:00 - 22:00), Senin Tutup",,081285772411,"4.1,4.2,3.8,3.8,3.8"
Senin - Minggu (10:00 - 21:00),,089513583641,"4.3,3.7,3.7,3.9,4.1"
Senin - Minggu (07:00 - 20:00),,082255335758,"4.4,4.2,4.4,4.6,4.4"
Senin - Minggu (11:00 - 20:00),,031 99277049,"4.0,4.3,4.0,4.3,4.1"
Senin - Minggu (07:00 - 21:00),,08170994110,"4.0,4.3,3.9,4.2,4.3"
"Senin - Jumat (10:00 - 21:00), Sabtu - Minggu (09:00 - 21:00)",,021 50102285,"4.5,4.0,4.2,4.7,4.3"
Senin - Minggu (11:00 - 21:00),,021 22634737,"4.0,4.2,4.1,4.4,4.1"
Senin - Minggu (09:00 - 23:00),,021 22875934,"4.1,4.6,4.0,3.9,3.9"
Senin - Minggu (10:00 - 22:00),,021 23580155,"4.2,4.1,3.6,4.0,4.1"
Senin - Minggu (10:00 - 18:00),,021 22222588,"4.1,4.0,3.7,4.0,4.2"
Senin - Minggu (07:00 - 23:00),,081211348181,"4.4,4.2,4.6,4.4,4.4"
Senin - Minggu (10:00 - 21:00),,021 5465092,"4.2,3.9,3.7,4.3,4.3"
Senin - Minggu (10:00 - 22:00),,021 30493214,"4.8,4.0,4.6,4.2,4.2"
Senin - Minggu (07:30 - 19:00),,085794500049,"4.5,3.8,4.7,4.3,4.0"
Senin - Minggu (10:00 - 22:00),,031 99247231,"4.2,3.7,3.8,4.0,4.1"
Senin - Minggu (08:00 - 22:00),,022 4267711,"3.7,4.4,3.6,3.8,4.0"
Senin - Minggu (11:00 - 21:00),,087854748889,"4.4,3.6,4.5,4.1,4.0"
"Senin - Kamis (08:00 - 21:00), Jumat - Minggu (08:00 - 22:00)",,085216318238,"4.1,4.4,4.0,4.0,4.0"
Senin - Minggu (10:00 - 21:00),,021 2295 6067,"4.1,3.9,4.1,4.1,3.9"
Senin - Minggu (07:00 - 22:00),,022 6047351,"4.0,4.7,3.8,3.9,4.2"
Senin - Minggu (10:00 - 22:00),,031 51200181,"4.4,4.2,3.8,4.0,4.1"
Senin - Minggu (11:00 - 21:00),,021 30029975,"4.1,4.4,3.4,4.1,4.1"
Senin - Minggu (10:00 - 23:00),,082138531931,"4.2,3.8,4.1,4.1,4.0"
Senin - Minggu (10:00 - 22:00),,021 2295 6067,"4.3,3.7,3.9,4.2,4.2"
Senin - Minggu (11:00 - 23:00),,021 5205651,"3.9,4.5,3.4,4.1,4.2"
Senin - Minggu (10:00 - 22:00),,021 75920857,"4.5,3.5,4.2,4.0,3.9"
Senin - Minggu (11:00 - 24:00),,081219906644,"4.6,3.6,4.2,4.4,4.1"
Senin - Minggu (11:00 - 21:00),,031 5937375,"4.3,4.0,3.8,4.3,4.3"
Senin - Minggu (10:00 - 22:00),,0822314440371,"4.6,4.0,4.6,4.4,4.4"
Senin - Minggu (07:30 - 17:00),,021 29219134,"4.0,4.2,3.8,3.9,3.9"
Senin - Minggu (08:00 - 21:00),,021 22720197,"4.2,4.2,3.8,4.3,4.2"
Senin - Minggu (09:00 - 20:00),,021 22835229,"4.3,3.7,3.8,4.2,4.1"
Senin - Minggu (10:00 - 22:00),,021 29923972,"4.4,3.6,3.3,4.1,4.2"
Senin - Minggu (10:00 - 22:00),,021 2295 6067,"4.2,3.6,3.8,3.9,4.1"
Senin - Minggu (10:00 - 21:00),,022 2061015,"3.9,3.9,3.7,4.1,4.2"
"Senin - Kamis (11:00 - 20:00), Jumat - Sabtu (11:00 - 21:00), Minggu (11:00 - 20:00)",,021 72782257,"4.4,3.7,3.7,3.9,4.2"
Senin - Minggu (07:00 - 20:00),,081290002128,"4.1,4.0,3.5,4.1,4.1"
Senin - Minggu (10:00 - 19:00),,022 82063582,"4.1,4.5,2.9,4.1,4.4"
Senin - Minggu (08:00 - 22:00),,021 2295 6067,"4.1,4.1,3.9,3.9,4.1"
"Senin - Jumat (11:00 - 21:00), Sabtu - Minggu (11:00 - 22:00)",,081290206661,"4.1,3.8,3.9,4.1,4.0"
Senin - Minggu (10:00 - 22:00),,021 45878244,"4.3,3.8,3.8,4.0,4.0"
Senin - Minggu (10:00 - 21:00),,021 29488752,"4.3,3.9,3.7,3.8,4.0"
"Rabu - Minggu (15:00 - 22:00), Senin - Selasa Tutup",,081313563312,"4.8,4.5,4.5,4.5,4.3"
Senin - Minggu (10:00 - 21:00),,021 22571966,"4.4,3.6,3.7,3.9,4.0"
Senin - Minggu (10:00 - 22:00),,021 29923580,"4.4,4.0,3.4,4.0,4.1"
Senin - Minggu (10:00 - 21:00),,021 29005060,"4.4,3.8,3.9,3.8,3.9"
Senin - Minggu (10:00 - 22:00),,081211118456,"4.0,3.8,4.0,4.0,4.0"
"Senin - Sabtu (09:30 - 20:00), Minggu Tutup",,087880001937,"3.8,4.1,4.2,4.4,4.1"
"Senin - Sabtu (10:00 - 22:00), Minggu (08:00 - 22:00)",,021 2295 6067,"4.2,3.6,4.0,3.8,4.1"
Senin - Minggu (12:00 - 21:00),,022 2511450,"4.3,4.7,3.9,4.0,4.1"
Senin - Minggu (10:00 - 22:00),,031 8271457,"4.4,3.8,4.3,3.8,3.9"
Senin - Minggu (05:30 - 21:00),,021 55770222,"4.7,3.3,4.7,4.4,4.0"
Senin - Minggu (10:00 - 21:30),,081320661201,"4.3,4.1,3.7,4.0,4.4"
"Senin - Jumat (09:00 - 22:00), Sabtu - Minggu (08:00 - 22:00)",,081312557807,"4.0,4.6,3.4,4.0,4.6"
Senin - Minggu (08:00 - 20:00),,021 2295 6067,"3.9,4.1,4.5,4.2,3.8"
"Senin - Sabtu (09:00 - 19:00), Minggu Tutup",,08118755988,"4.3,3.8,4.2,4.0,4.2"
Senin - Minggu (10:00 - 22:00),,021 22774772,"4.1,4.1,3.4,4.3,4.3"
24 Jam,,021 21203406,"4.1,4.2,3.9,3.5,4.0"
Senin - Minggu (10:00 - 22:00),,021 29053287,"4.2,3.8,3.9,3.7,3.9"
Senin - Minggu (07:00 - 22:00),,021 7506783,"4.2,3.8,3.9,3.8,3.8"
"Senin - Jumat (10:00 - 20:00), Sabtu (10:00 - 21:00), Minggu (08:00 - 21:00)",,0856976446043,"5.0,4.7,5.0,4.3,4.3"
Senin - Minggu (07:00 - 22:00),,088210397035,"4.3,4.0,4.4,4.1,4.1"
Senin - Minggu (12:00 - 21:00),,022 7107480,"4.1,4.4,3.8,4.6,4.1"
Senin - Minggu (07:00 - 19:00),,08996057880,"4.0,4.5,4.3,4.1,3.9"
Senin - Minggu (08:00 - 20:00),,021 7353932,"3.8,4.4,3.6,3.8,3.8"
Senin - Minggu (10:00 - 21:00),,081317240090,"4.0,4.2,3.5,3.7,4.0"
Senin - Minggu (10:00 - 18:00),,085951123907,"4.1,4.0,3.6,4.1,4.1"
"Senin - Jumat (07:00 - 20:00), Sabtu - Minggu (09:00 - 20:00)",,0817140283,"4.3,3.9,3.7,4.5,4.2"
Senin - Minggu (10:00 - 21:00),,081119002687,"4.5,3.7,3.8,4.2,4.2"
"Selasa - Kamis (09:00 - 21:00), Jumat - Minggu (07:30 - 21:00), Senin Tutup",,081934110727,"4.6,4.4,4.4,4.2,4.0"
Senin - Minggu (10:00 - 22:00),,081322915564,"4.4,4.2,4.8,4.2,4.2"
Senin - Minggu (10:00 - 21:00),,021 72781343,"4.6,4.4,4.0,4.4,4.4"
Senin - Minggu (10:00 - 20:00),,081260601878,"4.8,4.2,4.0,4.4,4.4"
Senin - Minggu (08:00 - 18:30),,0818880510,"4.2,4.2,4.6,4.4,4.8"
"Senin - Jumat (10:00 - 22:00), Sabtu - Minggu (08:00 - 22:00)",,087869666693,"4.2,3.7,3.8,3.9,4.0"
"Senin - Jumat (10:00 - 21:30), Sabtu - Minggu (10:00 - 22:00)",,0251 8390011,"4.0,4.2,3.8,3.7,3.9"
Senin - Minggu (11:00 - 21:00),,031 5915370,"4.3,4.5,3.8,4.5,4.5"
Senin - Minggu (10:00 - 21:00),,081289202230,"4.3,4.5,3.7,4.5,4.5"
Senin - Minggu (10:00 - 21:00),,087734965141,"4.7,3.7,4.7,4.3,4.2"
"Senin - Jumat (08:00 - 23:00), Sabtu - Minggu (08:00 - 24:00)",,085692957030,"4.5,4.3,4.0,4.2,4.3"
"Senin - Jumat (08:00 - 21:00), Sabtu - Minggu (07:00 - 21:00)",,08111070761,"4.3,4.3,4.0,4.5,4.3"
Senin - Minggu (10:00 - 21:00),,031 51160444,"4.5,4.2,4.3,3.8,4.5"
Senin - Minggu (10:00 - 23:00),,081288093440,"4.2,4.5,3.8,4.5,4.7"
Senin - Minggu (09:30 - 18:30),,081286129375,"3.7,4.3,3.6,4.0,4.1"
Senin - Minggu (10:00 - 21:00),,021 27893382,"4.2,3.9,3.8,4.0,4.0"
"Senin - Minggu (10:00 - 14:30, 17:00 - 22:00)",,021 4530685,"4.6,3.8,3.6,4.1,4.1"
Senin - Minggu (09:30 - 21:30),"Bakmi Kepiting Tanjung Pura menggunakan kepiting hidup dari Papua. Menghidangkan capit kepiting berukuran besar yang sedikit mahal di pasaran. Dihidangkan dengan bakmi, bihun, kwetiaw ataupun pangsit yang bisa memanjakan lidah dan perut.",082388012222,"4.6,3.4,3.8,4.4,4.2"
Senin - Minggu (10:00 - 21:00),,021 2295 6067,"4.2,3.8,3.9,4.3,4.2"
Senin - Minggu (10:00 - 22:00),,022 6128766,"4.2,4.2,3.7,3.8,4.1"
Senin - Minggu (10:00 - 22:00),,021 29923505,"4.1,4.4,3.2,4.1,4.1"
Senin - Minggu (07:00 - 23:00),,087752547271,"4.1,4.1,4.3,4.1,4.0"
"Selasa - Minggu (08:00 - 20:00), Senin Tutup",,021 21584332,"4.1,4.1,3.9,4.4,4.3"
"Senin - Jumat (06:30 - 20:00), Sabtu (08:00 - 15:00), Minggu Tutup",,021 50821983,"4.0,4.6,3.7,4.3,4.1"
Senin - Minggu (11:00 - 22:00),,031 5677379,"4.3,3.7,4.2,3.9,3.9"
Senin - Minggu (17:00 - 02:00),,085810500094,"4.2,3.5,4.4,4.3,3.7"
Senin - Minggu (10:00 - 21:00),,021 29888882,"4.0,4.6,3.4,4.3,4.4"
Senin - Minggu (10:00 - 22:00),,021 29572477,"4.3,4.3,3.5,4.4,4.2"
Senin - Minggu (07:00 - 23:00),,021 25984854,"4.1,4.4,4.0,3.9,3.9"
Senin - Minggu (07:00 - 19:00),,085926187945,"4.4,4.0,3.9,4.2,4.1"
Senin - Minggu (10:00 - 21:00),,021 29488670,"4.6,3.8,4.1,4.2,3.9"
"Senin - Jumat (08:00 - 18:00), Sabtu (08:00 - 17:00), Minggu Tutup",,081384868770,"3.9,4.4,3.9,3.9,4.5"
Senin - Minggu (11:00 - 22:00),,021 8860296,"3.8,4.5,3.7,4.2,4.5"
"Selasa - Minggu (08:00 - 20:00), Senin Tutup",,08111070735,"4.1,4.0,4.1,4.3,4.2"
Senin - Minggu (07:00 - 21:00),,021 2295 6067,"4.2,4.6,3.4,3.7,4.4"
Senin - Minggu (12:00 - 21:00),,087746590018,"4.1,4.1,3.9,4.2,4.4"
Senin - Minggu (08:00 - 16:00),,021 3906757,"4.1,3.9,3.5,4.0,4.1"
Senin - Minggu (10:00 - 22:00),,021 83702402,"3.7,4.3,4.1,4.1,3.8"
Senin - Minggu (10:00 - 20:00),,081320661221,"4.0,4.2,3.7,4.0,4.3"
"Senin - Minggu (11:30 - 14:30, 17:30 - 22:00)",,021 2514585,"4.5,3.7,3.8,3.9,4.1"
Senin - Minggu (11:30 - 19:00),,081230306277,"4.3,3.9,3.7,3.9,4.1"
Senin - Minggu (10:00 - 20:00),,081218064269,"4.8,4.5,4.5,4.3,4.3"
Senin - Minggu (10:00 - 22:00),,021 23581945,"4.2,3.8,3.4,4.2,4.1"
Senin - Minggu (10:00 - 21:00),,021 72788372,"4.5,3.5,4.0,3.7,3.9"
Senin - Minggu (10:00 - 21:00),,021 58352239,"4.2,4.0,3.7,4.0,4.0"
Senin - Minggu (10:00 - 20:00),Specialty In Old Fashioned All Natural Home Made Ice Cream & Home Cook Since 1987,08176354637,"4.0,4.2,3.6,3.7,3.9"
Senin - Minggu (10:00 - 21:00),,021 54212011,"3.7,4.3,3.6,3.9,3.9"
Senin - Minggu (10:00 - 19:00),,021 5252605,"4.1,3.8,3.8,4.0,3.7"
Senin - Minggu (12:00 - 20:00),,081387943084,"4.1,3.7,4.0,3.9,3.8"
Senin - Minggu (10:00 - 22:00),,021 29168102,"4.3,4.0,3.7,3.9,4.2"
Senin - Minggu (10:00 - 21:00),,021 5822774,"4.5,3.8,3.6,4.0,4.1"
"Senin - Jumat (08:00 - 20:00), Sabtu (08:00 - 18:00), Minggu Tutup",,021 22661575,"3.9,4.2,3.8,4.0,4.1"
"Senin - Kamis (10:00 - 22:00), Jumat - Sabtu (10:00 - 23:00), Minggu (10:00 - 22:00)",,081219992664,"4.1,4.4,3.5,3.9,4.3"
"Senin - Kamis (11:00 - 22:00), Jumat - Sabtu (11:00 - 24:00), Minggu (11:00 - 22:00)",,021 27082503,"4.0,4.5,3.4,4.1,4.1"
"Senin - Jumat (09:00 - 20:00), Sabtu (08:00 - 21:00), Minggu (09:00 - 20:00)",,081914599228,"4.6,3.9,3.9,4.6,4.4"
Senin - Minggu (11:30 - 21:00),,021 54334989,"4.7,4.1,3.6,4.4,4.1"
Senin - Minggu (08:00 - 20:00),,022 4201428,"4.1,4.2,3.4,3.8,4.2"
Senin - Minggu (11:00 - 21:00),,08111138608,"3.9,4.1,3.5,4.1,4.3"
"Senin - Minggu (07:00 - 17:00), Hari Selasa di minggu ke-1 dan ke-3 Tutup",,021 4508501,"4.4,3.3,4.0,3.9,3.8"
"Senin - Minggu (11:30 - 15:00, 17:30 - 23:00)",,021 3903287,"4.6,4.1,3.7,3.9,4.0"
Senin - Minggu (10:00 - 21:00),,021 66676535,"4.1,4.1,3.9,4.1,4.0"
Senin - Minggu (10:00 - 22:00),,021 71793777,"4.1,4.2,4.0,3.9,4.1"
"Senin - Jumat (10:00 - 21:00), Sabtu - Minggu (09:00 - 21:00)",,021 29071333,"4.3,4.1,3.7,4.3,4.2"
24 Jam,,08119501668,"4.3,3.8,4.1,4.1,4.2"
"Senin - Kamis (10:00 - 20:00), Jumat - Minggu (10:00 - 22:00)",,022 20565229,"4.3,4.3,3.7,3.9,4.0"
"Senin - Kamis (11:00 - 22:00), Jumat - Sabtu (11:00 - 22:30), Minggu (11:00 - 22:00)",,021 22302874,"4.2,4.4,3.6,4.1,4.1"
Senin - Minggu (10:00 - 21:00),,021 29011673,"4.0,3.8,4.2,3.9,3.7"
Senin - Minggu (08:00 - 19:00),,021 27517049,"4.2,3.7,3.8,4.0,4.1"
Senin - Minggu (10:00 - 21:00),,081283388128,"3.7,4.3,3.5,4.1,4.2"
Senin - Minggu (10:00 - 22:00),,08118968849,"4.6,4.2,4.0,4.8,4.4"
Senin - Minggu (09:00 - 21:00),,081287343355,"4.4,4.2,4.4,4.6,4.4"
Senin - Minggu (10:00 - 22:00),,031 5328901,"4.6,3.6,3.8,4.6,4.8"
Senin - Minggu (07:00 - 21:00),,021 27517454,"4.0,4.1,3.5,3.8,4.0"
"Senin - Jumat (10:00 - 21:00), Sabtu - Minggu (08:00 - 21:00)",,081283323278,"4.0,4.7,4.0,4.5,4.3"
"Senin - Kamis (08:00 - 21:00), Jumat - Sabtu (08:00 - 22:00), Minggu (08:00 - 21:00)",,021 2295 6067,"4.3,4.5,4.2,4.0,4.2"
"Selasa - Minggu (12:00 - 20:00), Senin Tutup",,081385555501,"4.7,4.0,4.2,4.2,4.3"
Senin - Minggu (10:00 - 21:00),,08112430103,"4.3,4.3,3.8,4.5,4.5"
"Senin - Jumat (10:00 - 20:00), Sabtu - Minggu (10:00 - 21:00)",,081315879119,"3.9,4.1,3.5,3.9,4.1"
Senin - Minggu (10:00 - 22:00),,021 83797823,"4.2,3.8,3.9,3.8,3.8"
Senin - Minggu (11:00 - 20:00),,083807199950,"4.1,3.7,3.7,4.1,4.0"
Senin - Minggu (11:00 - 22:00),,082297842376,"4.5,4.5,4.5,4.5,4.5"
"Senin - Minggu (11:00 - 14:30, 17:30 - 22:00)",,081990977772,"4.5,4.5,4.5,4.5,4.5"
"Senin - Kamis (11:00 - 20:00), Jumat - Minggu (10:00 - 21:00)",,021 23580010,"4.0,3.6,4.0,4.0,4.0"
"Senin - Kamis (08:00 - 22:00), Jumat - Minggu (08:00 - 24:00)",,081344504158,"4.0,4.8,4.3,5.0,5.0"
Senin - Minggu (09:00 - 22:00),,0263 519965,"4.5,4.5,4.5,4.5,4.5"
Senin - Minggu (11:00 - 21:30),,081357317684,"3.9,4.5,3.7,4.0,4.2"
24 Jam,,08112292152,"4.1,4.2,3.7,3.9,4.2"
Senin - Minggu (12:00 - 21:00),,021 7396063,"4.1,3.6,4.2,3.5,3.7"
Senin - Minggu (07:00 - 22:00),,021 7457869,"4.2,4.2,3.8,4.1,4.2"
Senin - Minggu (08:00 - 21:00),,081318372760,"4.2,3.9,4.0,4.3,4.3"
Senin - Minggu (10:00 - 21:00),,021 5823190,"4.0,4.3,3.9,4.1,4.2"
Senin - Minggu (11:00 - 21:00),,022 4222066,"4.0,3.9,4.4,3.3,3.8"
Senin - Minggu (08:00 - 20:00),,08118081168,"3.8,4.3,3.5,4.0,4.1"
Senin - Minggu (11:00 - 20:00),,021 45878277,"4.4,3.8,3.5,3.8,4.0"
Senin - Minggu (09:00 - 21:30),,021 4266000,"4.4,3.7,4.0,4.1,3.8"
Senin - Minggu (10:00 - 24:00),,021 78882366,"4.1,4.1,4.1,3.7,3.8"
"Senin - Rabu (11:00 - 20:00), Jumat - Minggu (11:00 - 20:00), Kamis Tutup",,087891432704,"4.3,3.5,4.2,4.1,3.8"
Senin - Minggu (06:00 - 23:00),,021 22807777,"3.8,4.1,3.9,4.1,4.0"
Senin - Minggu (08:00 - 22:00),,021 29119557,"3.9,3.9,4.0,4.1,4.1"
Senin - Minggu (11:00 - 21:00),,021 72781410,"4.1,3.9,3.8,3.7,3.9"
"Senin - Jumat (07:00 - 22:30), Sabtu - Minggu (07:00 - 23:00)",,022 87831503,"4.0,4.3,3.6,4.1,4.1"
Senin - Minggu (10:00 - 21:00),,021 5681617,"4.2,3.9,3.9,3.9,4.1"
Senin - Minggu (11:00 - 22:00),,022 20544560,"4.0,4.4,3.3,3.9,4.4"
"Senin - Kamis (10:00 - 21:00), Jumat - Minggu (10:00 - 22:00)",,021 4529719,"4.3,4.0,3.7,4.0,4.0"
Senin - Minggu (08:00 - 22:00),,021 7195668,"4.2,4.1,3.7,4.1,4.1"
24 Jam,,1500505,"4.3,3.5,4.2,3.8,4.0"
Senin - Minggu (10:00 - 22:00),,021 54212070,"4.2,3.8,3.8,4.2,4.1"
Senin - Minggu (06:00 - 17:00),,031 3558144,"4.6,4.0,4.0,4.3,4.1"
Senin - Minggu (09:00 - 21:00),,021 2295 6067,"4.6,3.6,4.6,4.1,4.3"
Senin - Minggu (06:30 - 21:30),"Good Food, Good Luck",021 6511679,"4.5,4.1,4.0,4.4,4.1"
Senin - Minggu (10:00 - 22:00),,08170700703,"4.2,5.0,3.8,4.6,4.0"
"Senin - Jumat (08:00 - 19:00), Sabtu (08:00 - 16:00), Minggu Tutup",,08111852853,"4.2,4.6,4.4,4.0,4.4"
"Senin - Jumat (10:00 - 23:00), Sabtu (10:00 - 24:00), Minggu (10:00 - 23:00)",,08113248866,"4.4,3.9,3.9,4.1,3.9"
"Senin - Kamis (11:30 - 14:30, 17:00 - 20:30), Jumat - Minggu (11:30 - 20:30)",,021 7221795,"4.5,3.9,3.6,4.1,4.1"
Senin - Minggu (10:00 - 21:00),,085155473322,"4.2,4.1,3.5,4.1,4.2"
Senin - Minggu (10:00 - 22:00),,08113249047,"4.4,3.9,3.9,3.8,3.9"
Senin - Minggu (10:00 - 22:00),,021 29922611,"4.1,3.9,3.7,3.6,4.0"
Senin - Minggu (08:00 - 22:00),,021 7656364,"4.0,4.4,3.4,4.1,4.2"
"Senin - Jumat (10:00 - 21:00), Sabtu - Minggu (10:00 - 21:30)",,085862840760,"4.1,3.7,4.3,3.9,3.7"
"Senin - Minggu (11:00 - 14:30, 16:30 - 21:00)",,021 2295 6067,"4.4,3.3,4.4,4.0,3.8"
"Senin - Kamis (16:00 - 02:00), Jumat - Sabtu (16:00 - 03:00), Minggu (16:00 - 02:00)",,021 5153557,"4.2,4.3,4.2,4.7,4.2"
Senin - Minggu (21:00 - 02:00),,021 2295 6067,"4.5,4.2,4.2,4.5,3.8"
"Selasa - Jumat (12:00 - 21:00), Sabtu (12:00 - 22:00), Minggu (12:00 - 21:00), Senin Tutup",,0251 8394708,"4.0,5.0,4.5,4.5,4.5"
"Senin - Minggu (11:30 - 15:00, 17:30 - 23:00)",,021 57941727,"4.1,4.6,3.3,4.2,4.5"
Senin - Minggu (08:00 - 20:00),,087824269298,"4.4,4.4,3.6,3.8,3.8"
Senin - Minggu (08:00 - 20:00),,021 22677499,"4.0,4.4,3.7,4.0,4.2"
"Senin - Kamis (07:00 - 22:00), Jumat - Sabtu (07:00 - 23:00), Minggu (07:00 - 22:00)",,021 75901384,"4.2,3.8,3.7,4.0,4.0"
Senin - Minggu (10:00 - 21:00),,021 57900408,"4.0,4.0,3.5,3.9,4.0"
Senin - Minggu (09:00 - 21:00),,081325289898,"4.3,4.3,3.9,4.1,4.3"
Senin - Minggu (08:30 - 22:00),,087822275180,"5.0,4.3,4.3,4.5,4.3"
"Senin - Kamis (07:00 - 21:00), Jumat - Sabtu (07:00 - 22:00), Minggu (07:00 - 21:00)",,021 29880018,"3.8,4.3,4.1,4.2,4.1"
Senin - Minggu (08:00 - 20:00),,081807419833,"4.5,3.3,4.8,4.4,4.1"
Senin - Minggu (11:00 - 20:00),,031 99012268,"4.1,4.4,3.8,3.7,4.3"
Senin - Minggu (11:00 - 21:00),,021 22859999,"4.7,4.7,4.7,5.0,4.7"
Senin - Minggu (10:00 - 22:00),,021 56985154,"4.1,3.6,4.0,4.2,4.0"
Senin - Minggu (11:00 - 21:00),,031 99142566,"4.0,4.8,3.8,4.3,4.3"
Senin - Minggu (08:00 - 21:00),,021 7191975,"3.9,4.4,3.5,4.2,4.3"
Senin - Minggu (10:00 - 21:00),,08812520890,"4.3,4.3,3.9,4.0,4.4"
"Senin - Jumat (11:00 - 19:00), Sabtu - Minggu (11:00 - 20:00)",,081382234032,"3.7,4.5,3.7,3.8,3.9"
"Senin - Sabtu (08:30 - 19:30), Minggu Tutup",,082191868673,"3.9,4.4,4.0,4.5,4.3"
"Senin - Jumat (10:00 - 23:00), Sabtu - Minggu (08:00 - 23:00)",,081383067839‬,"4.4,3.4,3.8,3.8,3.8"
"Senin - Kamis (08:00 - 22:00), Jumat - Minggu (08:00 - 23:00)",,031 99016791,"3.8,4.6,3.3,3.9,4.1"
Senin - Minggu (11:00 - 22:00),,021 23580573,"4.4,4.0,3.5,3.7,4.0"
Senin - Minggu (10:00 - 21:00),,021 29111359,"4.3,3.9,3.5,3.9,4.0"
"Senin (09:00 - 24:00), Selasa - Kamis (09:00 - 23:00), Jumat - Sabtu (09:00 - 24:00), Minggu (09:00 - 23:00)",,021 29200262,"3.9,4.2,3.3,4.0,4.2"
"Senin - Kamis (08:00 - 23:00), Jumat - Sabtu (08:00 - 24:00), Minggu (08:00 - 23:00)",,031 5945301,"3.9,4.3,3.6,4.1,4.2"
Senin - Minggu (10:00 - 22:00),,081232932910,"3.8,4.4,4.1,4.0,4.3"
"Senin - Jumat (10:00 - 19:00), Sabtu (10:00 - 21:00), Minggu (10:00 - 19:00)",ngeSYOT dengan area terbuka tetap nyaman,085155436235,"3.9,4.1,4.0,4.2,4.1"
Senin - Minggu (07:00 - 20:00),,031 7425365,"4.3,3.7,4.2,4.1,4.4"
Senin - Minggu (07:00 - 00:30),,021 29423039,"4.1,3.9,4.2,4.0,4.0"
"Senin - Jumat (08:00 - 21:00), Sabtu - Minggu (07:00 - 21:00)",,087787765716,"4.3,4.0,3.5,4.0,4.3"
"Senin - Sabtu (09:00 - 21:00), Minggu (09:00 - 20:00)",,021 3812340,"4.5,4.1,3.5,4.2,4.2"
"Senin - Kamis (11:00 - 15:00, 18:00 - 21:00), Sabtu - Minggu (11:00 - 21:00)",,021 29923838,"4.3,4.5,2.9,4.5,4.2"
Senin - Minggu (09:00 - 21:00),,021 22452487,"3.9,4.3,3.4,3.7,4.0"
Senin - Minggu (11:00 - 20:45),,085338132075,"4.3,3.3,4.8,4.8,3.7"
"Senin - Jumat (10:00 - 22:00), Sabtu (10:00 - 24:00), Minggu (10:00 - 22:00)",,0251 7568812,"4.0,4.1,4.1,4.0,3.9"
Senin - Minggu (07:00 - 21:00),,081284703688,"3.9,4.4,4.0,4.1,4.1"
Senin - Minggu (10:00 - 22:00),,021 23580178,"4.0,4.0,3.4,4.0,4.1"
Senin - Minggu (07:30 - 21:00),,021 22785171,"3.7,4.5,3.4,3.6,4.1"
Senin - Minggu (07:00 - 21:30),,021 22215778,"4.7,4.0,4.1,3.5,3.5"
"Selasa - Kamis (11:00 - 20:00), Jumat - Minggu (11:00 - 21:00), Senin Tutup",,021 73888609,"4.2,4.3,3.7,3.8,4.3"
24 Jam,,08119266789,"4.2,3.3,4.3,3.7,3.7"
Senin - Minggu (10:00 - 22:00),,021 57973360,"4.1,4.0,3.5,3.9,3.9"
Senin - Minggu (07:00 - 22:00),,021 4529411,"4.1,3.8,4.0,3.9,3.9"
Senin - Minggu (10:00 - 16:00),,021 29779232,"3.9,4.5,3.1,4.2,4.3"
"Senin - Jumat (08:00 - 22:00), Sabtu - Minggu (09:00 - 22:00)",,081296544337,"3.9,4.2,3.8,4.1,3.9"
Senin - Minggu (10:00 - 23:00),,021 7242162,"3.9,4.5,3.7,3.8,3.8"
"Senin - Minggu (10:30 - 14:30, 17:30 - 21:30)",,021 3451504,"4.5,3.9,3.5,4.1,3.7"
Senin - Minggu (10:00 - 22:00),,021 29612729,"4.4,3.7,4.0,3.9,3.9"
"Selasa - Minggu (11:30 - 21:00), Senin Tutup",,021 22661168,"4.4,3.5,4.1,4.4,3.7"
Senin - Minggu (10:00 - 21:00),,021 27893430,"4.3,3.7,3.6,3.9,4.2"
Senin - Minggu (10:00 - 22:00),,021 2295 6067,"4.3,4.0,4.1,4.3,4.4"
Senin - Minggu (10:00 - 22:00),,021 29215606,"4.1,4.0,4.1,3.7,3.9"
Senin - Minggu (10:00 - 22:00),,081234127332,"3.8,4.6,3.1,4.0,4.3"
"Senin - Kamis (07:00 - 22:00), Jumat - Sabtu (07:00 - 24:00), Minggu (07:00 - 22:00)",,021 2295 6067,"4.1,4.0,4.4,4.4,4.1"
Senin - Minggu (10:00 - 21:00),,021 66676431,"4.4,4.4,4.0,4.4,4.6"
Senin - Minggu (07:00 - 23:00),,031 87858616,"4.6,4.4,3.7,4.0,3.9"
